feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
-0.15242343739372444,3.619802776542008,-1.7275185635504344,1.5453280096200073,1.4565576044372248,-1.1840380796976335,-3.003146190647689,1.0358356578739576,1
0.6939799482203481,0.27901767536494815,1.6752229158112721,-0.9586651452986374,-0.904525062595587,0.5194108413686562,-0.004301248398481228,2.463882213600593,0
0.8930496525679521,-1.6776950221819047,0.7366665614349786,-1.2644924404161912,0.229000374338583,0.35879716385896776,1.4743430740487735,-0.46890608233876085,1
-5.166062436901778,-2.108972309550035,0.762927672189633,-1.521347578178466,-5.067787323747726,-0.595812930194042,1.597245744044241,-0.061783286145529415,1
0.8683903448083111,-0.9899701904222984,3.0002325802655245,1.1139856309145406,-1.663581361733148,-0.6619824974215556,0.03580102284918674,1.8962170542654642,0
-2.153434311636386,0.6959306607728403,-0.8546304551096561,-3.1480398283297,0.399203476879741,-0.608342857896184,2.1395675870152524,0.7550987953323194,2
-1.9019429776583672,-2.483772020592137,-0.4819616986120027,-0.9220822099727355,-2.4799521782595884,-1.7590812317344215,-1.2676042633897597,-2.0654739664832573,1
0.1675423856202889,-3.0110551949632653,3.255706749167637,-0.8168423797565777,-3.3376355196813163,-0.7843457000205867,0.1682587945362667,1.2236930957044738,2
-3.3499445063039692,-0.7559467619724073,-1.8352412451869557,-1.8948542640094777,-1.3236730502959306,-0.6713270035445917,0.651492732368202,-1.7278075384698992,2
-1.955378985126758,-1.842995497872868,-1.4435619268684035,-0.07256016752548566,-5.185753267605255,1.289254148509468,-5.132728246864255,-2.0209039091583287,2
0.18396309719994575,-0.5489341242840333,-1.8134392895178773,-2.4740597658027537,1.4428499443076896,0.12737758612801442,0.3906748861848388,-1.6245702235307014,2
-2.9628800740550516,2.7587656097985724,-1.8523473913093194,-1.174888653271251,0.8165528574010855,-1.6597503078705835,0.43305091230124637,0.9584137776676356,0
0.6941077286424842,-2.1889443884117052,2.59191118477935,1.467620667825956,-1.4227534039322935,-1.4489521396380476,0.34335001567357604,0.15002572142526094,2
1.427455593690228,-3.2785911360691062,2.4218498079264044,-1.1362138163370896,-0.188505368961694,-0.26778001525724304,2.7968821636008157,-0.3656310186142939,0
-1.2441631856268884,-0.11907760117952979,-0.4818336479061797,-1.1655235117302414,-2.6626881931878517,0.1385660205055994,-2.71830323538455,0.4225687621784222,2
-0.3343929625430332,-0.97465093691634,-1.6665591148635122,-2.1814560994528787,-1.063587013860094,0.6326747632157179,-2.0393297072377923,-1.4437338112278881,2
-1.3963657416895963,0.11644550624239185,1.5631645135014445,1.4393644405481183,-1.1183504331003695,-2.732897464265804,0.18217759952953405,1.2059814239966111,2
-2.1507549811947024,3.9040844736363316,-1.8791970491310832,2.6112712328291883,-0.34733623916691014,0.18498939241308987,-2.5161488303317645,0.9826179587110488,1
0.9059723885630941,-0.38492538550898325,0.7911727585221483,1.344782519537336,-0.6672477757185376,-1.009190968798635,-1.9351576185740749,0.13987869368230021,1
0.08954900446445324,0.06546401340603782,2.5157577224015695,1.1363458906087347,-2.5375241827028114,-0.5158181634434833,-1.4188798837655887,2.616265469799523,0
-3.2215761576971684,4.620395082292358,-3.0513103898740686,-0.7522607226758965,0.867342281867007,1.0314886904805682,-0.07034655559232328,1.4221260204214652,0
0.001474037836621589,-2.3374309508894062,1.128434482412512,-1.6914578049026239,-1.0125243808655457,0.061334187928483,1.5814322336720115,-0.371174595160076,2
1.0890592123644836,-2.138757566410094,3.342677704437509,-0.16238753664316308,0.1224754424289971,-2.7407635681741667,2.4429465045339995,1.1769208700843257,0
0.1194160520213674,1.1043615894182812,1.3319011142494925,0.8375584756291953,0.014598690564272099,-1.899892610085765,-0.5310530350694449,2.047819959857578,1
-0.01751809331660059,-3.0232054087000613,2.9295571761178243,-1.661084994064907,-0.7988056137414243,-1.1283773855944301,3.8913603928718383,0.5642574789811536,0
1.7973761566274797,-3.258872108111115,3.606361368153018,0.7677310427720474,-0.4649410825689083,-1.3763619145781392,2.3725513631353286,0.16389792870420106,0
1.0291744356387083,0.5572803974251851,-1.568568508962958,-0.9493014779101763,2.3647086691077814,1.6453274878255402,1.0851938216582284,-1.0669407061597485,1
0.9837584739934448,-3.3078191629273515,1.7152887858430346,-0.623818152779088,0.5395573907987548,-0.8603553131010063,3.2424751183584295,-1.4550572920677305,0
-0.56097720004123,0.3642083262762549,2.512123995109962,-0.12847007607156335,-2.4737675693443832,-0.38898229651273386,-0.34704972245653076,3.288694503883259,2
2.2397748223678313,-6.6357448108000385,2.6913897322423495,-1.1340677986902934,-2.3962835606732202,-2.0524213872470844,-0.569696162536576,-2.7145650691928105,1
-3.188407624599342,2.5561726853087263,-2.518174370168405,-4.506453544002294,1.6199414352655142,-0.04739526448901865,2.7618167172016026,1.1268529039113422,2
2.1694624628452646,-1.349116640190219,1.8053360375128737,-1.7313363114927482,-0.0649590170988491,-0.26531136521189624,-0.0525525837789973,1.2413733943257927,0
-1.6332939657128025,-1.690928602322856,0.6837184351657902,1.4575312852303983,-3.481917191233402,0.3510215647083106,-1.0795376503869007,-0.8783389330825515,1
-0.35031835615060514,1.2943164224864012,-0.008358995558792976,0.11833810676615442,0.9671541996853834,2.721402706092565,3.0247080050308934,0.8623739397764809,1
-0.5703779500377932,-3.202051650951151,2.9366344517295855,-2.459525594075094,-1.9334961715187506,-2.021104201182675,2.5082704770957402,0.9477177779126338,0
-1.4997907607189154,-1.1487386166686522,-1.2052767101910953,-0.12216875815192418,0.9025903198346132,-1.7878070608388041,1.5915642664781755,-2.540609011584002,2
0.9527367612029205,-2.7475675569934044,3.633927274720366,1.3908718389155323,-3.6518299412050763,-0.4359826581327517,-1.1555204308403573,1.1602469013389194,2
-0.3355239396580425,-1.3136907166629832,-2.262816960436753,-2.0383978901520736,1.3519151044174595,-0.5185464491888618,0.42986878824204355,-2.9690661752648753,1
-0.46270494578224386,2.640341478224686,-2.0623937774804704,3.0264868064662105,0.9078939291327539,-0.9733105928158202,-3.23743275219049,-0.6877864520837282,1
0.1448579261975842,-1.6428248551831681,-0.4683189695257282,-2.1879464303207614,-1.106149988991173,-1.2626638878924168,-2.117676158147167,-0.8889090029744868,2
-2.1382518326300053,5.027172077555641,-2.990133990609378,1.7152034121937425,1.0086218223762655,-0.340098458160346,-2.803226969590785,1.0719794040166337,1
-0.2728967270826882,-2.4676690988260996,2.1057780924740825,0.18429492520276214,-0.32904293930213546,-2.7718033379895584,2.269895971093237,-0.4433237755610637,2
3.364191666519558,-0.8874514261150861,1.5885063249396656,-1.8442717910562307,0.8993056706118829,0.11998681707071301,-0.5661160066974804,1.414666137404103,0
0.14156229887862637,1.6623782396664046,-2.816508508132175,-0.4499531918312708,2.623082618473258,3.3721057475368257,1.5831473713746744,-1.5196752267538562,1
-0.665218219653249,-1.8529392407844147,-0.7603182913868588,-1.3188670603989292,0.12872656025933016,-0.01399451081805192,1.5192534599186343,-2.1292764857291706,1
-0.39160819731987506,0.28331412362790714,1.8855018746104943,-1.326220042177141,-1.531185582507687,-0.5082267913974156,0.1918566591518167,2.8645447737682264,0
0.017370032325047302,-0.7139672401472613,1.3759122237258845,-1.1745481521996548,-1.36328880568882,0.3688733614115194,0.429576647635334,1.3413169498901423,0
1.4023516406709564,-0.7439903782276368,-2.5943043539446036,-1.9350104570623592,2.22327534249686,1.125387480142332,-0.4046568066723688,-2.8230566844797402,1
-1.5947829432353666,4.772628689604568,-1.555696683195204,2.079117035515831,1.4712157248630784,-1.6105261939451148,-1.7566693498629724,1.971587901460663,1
-3.114122096458189,-2.478602794842527,-0.9500383109778214,-1.1621473100995954,-3.3428651658914044,-2.1459709894202534,-1.7118896730623692,-2.3020335523342847,2
5.066419304827759,-5.752731737295359,3.5629238183876173,0.30597112088909806,1.0991365141342002,-1.1931059585530446,1.822963872834448,-2.1956010875205005,0
-1.5994680070484533,1.4916145415168374,0.5875557962134147,2.592179527642135,-1.4932730546803659,-0.5087400063762288,-0.8704121919679769,1.249693298585771,1
-1.0838519313507229,3.582259840427337,-4.019927814779784,-2.8438902846016565,3.8706078999247997,-0.11542318597041312,0.4422271159479759,-0.2046812412665382,0
-3.2345252628166703,1.7632464782307493,-1.5332819443451464,0.6370083532325483,-1.7734676762120531,-0.004131774621650597,-1.284050944759354,0.18640729092343677,1
3.5887333917935784,-1.5675214011530396,-0.5319146760986723,-1.55696936910621,1.752196830256324,0.8632767605685676,-1.3593556210849407,-1.514942673477593,1
1.8146203117025386,-3.083303545151672,2.2357495121340443,-1.0861767065875279,-0.45408713734983075,-1.0557633417884804,0.9108065693342406,-0.2308408832706188,1
-1.5372826849337757,-0.41968343782819767,0.4591016208008863,-0.9688948555974117,-1.2642623305651024,-2.134755477542035,-0.24775440681179783,0.5791242275258661,1
-1.0722697767741822,3.5323774535118466,-0.5033354287406028,-1.3716681520499798,0.5286721088294426,-1.659870560977033,-1.5077577189124067,3.3125066933191287,0
-2.9260596015885705,1.3491189856371373,-0.8949245840733502,1.2329038077284107,-0.48841817640173746,1.1938703011629213,2.1314436699634927,-0.18733138947464045,0
2.030072733675288,0.6870846578213208,-0.44193426808714337,-0.6970099282927411,2.1273297994290665,2.0312826890417375,0.8567423485820351,0.15996102849199123,1
-0.5604950036786558,1.977987851450629,1.3369441867600214,1.6586291693458035,-0.4021659376693143,-1.0996701451328688,-0.30505883425784097,2.6139107162313087,1
1.5931506350762192,-2.380115363468495,3.59326350831022,0.8497666674308608,-1.2763695810709528,-1.6004888154252805,0.6444159306733834,1.1767768584683893,0
-1.3254795795370906,-0.10833638433698292,0.37568698479058377,-0.11419336258823698,-5.833101795427842,1.0222756707018168,-6.024423688440476,1.6081238639166995,2
0.2881216943724181,-1.6976067844576213,2.747304209300666,0.10530655150412471,-0.4125168124793632,-3.1947485916838825,1.3741829099451337,1.0252039525355034,0
