x,y,true_cluster
-9.527369105946377,6.048756361301516,3
-10.128947804561939,6.7466895991539655,3
-1.2753802548979667,7.183020653241789,0
-7.2061489959921,-5.231944315295161,2
-11.895514559402791,5.811393449122598,3
-5.593137756348241,-7.120017388221087,2
4.899650225004875,2.551145753533987,1
-6.260230009737834,-7.725696422481908,2
-3.227958979820685,8.735797663202597,0
2.8529235904241284,2.9580000968914764,1
-3.4117575413968453,11.792703404961728,0
5.175402065175672,0.9338052910497507,1
-2.195902230545617,6.074780942378658,0
-4.632253736128371,8.383318144050284,0
-9.814291610318751,6.592834839851659,3
-3.5622772638687787,8.52279290830167,0
-11.279641413460755,7.395650335490776,3
1.6021649562416904,2.2528511560948736,1
-2.3635812990306895,10.467253613997656,0
-1.6289119823523448,12.29996956691329,0
6.377772204739207,0.7421462064131663,1
-2.751126190551764,9.620362413420128,0
-5.416947591024643,-7.100695665529154,2
-9.006819831172255,6.992068516198868,3
-3.2043241622714436,8.315691497842936,0
-8.043621489763087,9.485875846485554,3
-9.70348475248851,8.456609754237338,3
-8.106958216001479,-3.7415286797477565,2
-6.897997350421642,-8.225991150504694,2
3.305607191789816,0.7494542564925746,1
-3.995002110748783,8.164839533794163,0
3.033540089136433,2.6968783068055098,1
-7.592824031819642,6.039397176635402,3
4.9610194524234075,0.10456151587274998,1
-11.111114349933839,9.37383431666549,3
-2.168007721146556,10.975000259621964,0
-7.702844831667982,5.940274929232265,3
-6.512177334488186,-7.640524356332641,2
-8.998873296567847,5.7706594318696425,3
-6.366993227485531,-4.065853334452117,2
6.540245560008035,0.911665485512561,1
-2.1228720369686034,8.902617254549071,0
-9.56973709274475,6.674685633769272,3
-7.051436959030197,-5.0233851253157535,2
-2.561265277610615,7.261269071769023,0
-1.9671042147901292,11.321340977897275,0
-8.730978400806922,6.607036745351028,3
3.9118335144844463,2.095980893020216,1
-8.331923763523207,6.705707466315002,3
7.018904060446129,0.11644643570045843,1
-6.765920353860681,-7.8958521605441145,2
-8.850286718610937,9.543439123833743,3
-6.329729822005998,-8.28992927276698,2
-0.29235655594047616,8.236880800787851,0
-5.110681415055531,-6.778831871160783,2
5.412450365687173,7.752266919922814,1
-8.246649543068566,6.6920461942683085,3
6.084943030094584,2.5923410743454793,1
4.810154854104973,2.966365695722302,1
-3.2001557794924316,10.599969467526694,0
-8.484905919473162,8.479820706329154,3
7.8394288982125016,-0.9549620153430207,1
5.989278649377978,2.434118965255646,1
-4.220006543953154,9.002885282650569,3
-7.25307341386988,-5.422753166844414,2
-8.227249198173807,-6.142230836016188,2
-7.957293523029924,-7.200280320843717,2
-5.812204874017935,-8.56707273103275,2
-9.434700850184003,-6.963431141620875,2
-4.102653193641908,9.724674774151094,0
-4.921408980419777,-6.848603830826808,2
-5.291990460876889,-9.518218822910619,2
-9.887916018624889,7.644492781600036,3
5.3497352730884185,1.8639263149554228,1
-3.0973598527509867,6.819013706000144,0
-8.432642517966253,7.248165751324998,3
-9.980790341211085,-7.013789652545129,2
-8.018326183481816,-6.654518913561635,2
-3.4101556579309578,8.576745503508405,0
-5.110467010069339,-7.583873071433004,2
-4.0284443035543855,9.485657127091232,0
-2.617212805423251,10.519585475036358,0
-8.086951975199439,5.857190048300876,3
-2.012302475947404,10.47760381888186,0
-5.453991433872194,-7.745465076769551,2
-7.584789588538298,5.628962633512276,3
-7.086654664146299,7.705154180450522,3
7.438540602945237,2.6839190653084133,1
7.288060196649747,2.5806422503821653,1
2.573374784292465,0.5664321240680479,1
-11.342435678318068,8.138563204068605,3
-2.5629366817176775,11.36125161191933,0
-8.119858018016423,7.824016073429125,3
-1.136094446499639,9.507412792687848,0
-3.3038379287033086,9.784187277868355,0
-9.668801714656784,5.52670607661543,3
-8.481057835225162,-7.093678820807887,2
-2.1193734316801147,10.187020435864287,0
-9.983216491449786,4.616199764501925,3
-8.218175401800458,10.138716634335802,3
3.927460869486667,0.9931758350801642,1
5.1765598767505265,2.8143464734930834,1
4.327695460692189,1.233668281952483,1
-1.3226497024881798,7.650204946006213,0
-3.768023907886708,8.5504675644215,0
-2.1462542157036992,6.144365761211625,0
-1.993770188700058,6.369725895154221,0
-2.1334583475339355,9.533958442443785,0
-3.649853504883936,-8.03113093760802,2
-10.936179117364722,8.16797677053456,3
5.669269121789871,-0.4459041228437455,1
-3.684077561557106,8.531193853889809,0
-3.7219380273925315,8.261650562821517,0
-2.4079053160208646,6.877163848878136,0
-2.529443460159651,7.427719734764471,0
4.938468379588306,1.07284436820254,1
-10.394196988125696,7.038014898373291,3
-9.449328984787586,-4.849301032027827,2
-11.644515638174795,6.79625268943674,3
-8.388653263400823,-8.701392512457545,2
-6.100607419789512,-4.5810012237720805,2
-6.543488468435645,-6.861220992103254,2
-0.4050061566486014,6.9115095340099,0
-7.973492312052361,7.790398147314007,3
-6.381156173181883,-8.002839398110776,2
-9.03020414385716,5.890212254598064,3
-7.917077706570873,8.459784480569661,3
-3.5245806235116883,9.931800561459623,0
-7.2820178402491615,6.558498317216583,3
-7.675013618709931,-8.069418841669464,2
6.264455700991017,3.5538727619930865,1
-5.3873544460013125,8.974515315024496,0
-2.3715564582494966,6.032932756296982,0
-5.0965743718222996,8.170854834336863,0
-4.726980608603891,7.934519815606259,0
5.397359754698787,3.2718024751959143,1
4.261026609138361,0.10149491099345775,1
-9.243140159576066,5.855377341825243,3
-2.5015274380890586,8.662405428135601,0
-7.65042756715631,-8.468929876109375,2
-3.2134092019551783,9.828126193577269,0
4.271796662223796,0.8425654374044975,1
-3.7885053038282894,-4.2470983296111395,2
-2.378627020695493,8.56577510249952,0
2.360823887297081,1.246818574641355,1
3.566923272338149,2.992566307342746,1
5.859172014486542,2.9176129468261505,1
5.05491503522313,3.213944557494768,1
-4.9631298474686325,-7.767466676529692,2
-3.5292347054204862,9.362666673939827,0
-3.871233736334567,6.895830576195385,0
-5.8912400572614265,7.376418243456296,3
5.06136663783065,1.0391204042098412,1
-9.180798447254704,-4.963594360428183,2
-2.0650172074558863,9.405869036468156,0
2.839434225644437,1.4714178301793095,1
-6.907396895139855,-7.3130975516561545,2
-9.634079478051802,6.459795554531683,3
-7.88043906846995,4.8312428220952635,3
3.314092681926402,2.203757342859024,1
-6.4388152791873665,10.247139884761157,0
-10.151755136713145,5.249323319052199,3
-4.552899227867486,-6.706597641836659,2
-7.036506873390093,6.711409855966376,3
4.7271919138971015,0.25871423719479747,1
-7.531640701488472,6.834487617246942,3
-7.586184649578755,-6.532034687239492,2
-2.4188523081412105,12.70914929692625,0
-1.7262852746274038,9.4597631380481,0
-1.2889217969982456,7.167989653547389,0
-0.7949634012802194,10.142185677228483,0
-3.888333974403455,11.33918773572463,0
-8.139209954422434,-7.77919856144198,2
3.97010640812757,3.2577678754259405,1
3.167615859656175,2.666324895335638,1
-6.842861929762856,-6.133112156407772,2
-5.571146236070253,-6.605096584668419,2
4.242893586371167,6.05342343382516,1
7.823113131747052,3.521867574767452,1
-5.943447465573037,-5.937591329379527,2
-8.708443075426661,7.090007062410584,3
-3.325771709840524,9.180670012763121,0
-9.832263395054781,8.179420918388441,3
7.0884957921255545,-0.17204238300021713,1
5.496214602267852,3.6765181442116304,1
-12.545794506826944,6.128180032292988,3
-6.393377662418607,-7.0753241748274736,2
-0.310724469670419,8.675621677468518,0
-0.2220221738755077,0.43658822193929714,1
3.9798121061826257,2.169280549869869,1
-6.973645837061028,-5.447396112524089,2
-4.436703872794332,-8.950261780598284,2
-8.117872986340037,-7.362188355755436,2
-11.24799723702237,7.628718369299538,3
3.5443288886523963,2.2978575683136944,1
-8.859977001682234,-4.132921444494416,2
-6.908151503005303,-8.38390364023266,2
7.85579497021609,2.9240482174177487,1
3.1778563308871193,3.15379658955441,1
-8.565528374048268,7.695853794949207,3
-1.4014977530596346,9.271338549983277,0
-2.6826700466351108,8.562630584814388,0
-8.112957784500917,-6.5145787760380784,2
3.7558317008117843,3.247572829472269,1
-1.2904088894614532,11.048646171054557,0
-6.413265842754263,-4.667075267851619,2
-8.358216260654586,-6.12403981999918,2
-9.808187082999801,5.701200910077111,3
-6.734133243662193,-5.9873740551205765,2
-1.966743585481299,8.046606496290636,0
-2.359720575421288,8.259072647024023,0
-8.327012382021426,-5.851032403278287,2
-4.702911779458708,-5.441203354148136,2
2.7485529047255337,3.3499626045228963,1
-8.76554531471877,6.077097740882147,3
-4.626091613007228,-6.768967422646284,2
